issue_id,wp_id,title,kind,priority,confidence,evidence_state,status,source_refs,problem,impact,change,acceptance,verification_command,test_to_add,observed_verification,compatibility,migration,review_verdict,review_notes,counterevidence,graph_evidence,symbols,known_or_new,effort,candidate_dependencies,target_files,base_sha,implementation_sha,verification_evidence
ARC-E01,WP07,Builder refetch does not bypass the resolved client cache,state,P1,high,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/api.ts:438-445; ui/packages/loom-ui/src/api.ts:472-473; ui/packages/loom-ui/src/react.tsx:157-160; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx:300-315,"createLoomClient caches the Builder promise indefinitely. The React Builder query exposes refetch, but it calls getBuilder without its reload option, so stale/draft recovery at BuilderWorkspace.refetchBuilder can return the same resolved promise instead of issuing a request.",A 409/stale-snapshot repair path can hydrate the same stale draft and repeatedly fail or present old catalog data; the UI's recovery control is not an actual source refresh.,Thread an explicit reload option through the Builder query/refetch API and pass reload:true from the stale/draft repair path. Preserve initial concurrent-read deduplication and assert that repair makes a second HTTP request.,"After the first Builder response is cached, refetchBuilder makes a new HTTP request and hydrates a changed draft; a normal render still deduplicates concurrent initial reads.",cd ui && npm test && npm run build,"Source-only; no test run. Add an api/Builder test with a resolved first response, changed second response, and a refetch assertion for exactly two requests.","UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",behavior-change,Behavior-preserving for initial reads; update the React query contract and Builder recovery caller. No persisted-state migration.,accept,"getBuilder exposes reload, but the React query loader calls it with only signal and QueryResult.refetch has no reload path. Builder recovery therefore reuses the resolved builder promise unless another mutation happened to invalidate the key.","applyCommands deletes the builder cache after a successful mutation, and rejected cached promises are removed. Those safeguards do not refresh an already-resolved entry after a stale-snapshot or external-draft failure.","The frontend graph links Reconcile to DataframeSelector and Builder lifecycle symbols, but does not represent cache invalidation or refetch semantics; the source call chain is the decisive evidence.",getCached; createLoomClient; useGetExplorerBuilderStateV2Query; BuilderWorkspaceContent,new,S,none recorded; see WP dependencies,ui/packages/loom-ui/src/api.ts; ui/packages/loom-ui/src/react.tsx; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx; ui/packages/loom-ui/src/api.unit.test.ts,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E02,WP07,Shared cached requests inherit the first caller's cancellation,operability,P2,high,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/api.ts:414-445; ui/packages/loom-ui/src/react.tsx:55-105,"getCached stores a promise created by run with the first caller's AbortSignal. A second caller for the same key receives that promise, while resourceFor aborts the first request when its last subscriber disappears.",One unmount or query replacement can abort an in-flight request still needed by another consumer; the second consumer observes an aborted/error path even though its own subscription remains active.,"Separate shared transport lifetime from per-consumer cancellation: return signal-aware wrappers around a cache entry with an internal controller, reference consumers, and abort the underlying request only after the final consumer releases it. Keep epoch-based stale-result suppression in resourceFor.",Two concurrent consumers of one cache key both receive a successful result when only the first consumer unmounts; the request is aborted after the final consumer leaves and no cache entry remains.,cd ui && npm test && npm run build,"Source-only; no test run. Add two concurrent consumers of one key, abort the first, assert both can receive success, then assert final release aborts transport and removes the entry.","UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",behavior-change,Behavior change only for concurrent/canceled reads; update cache tests and any direct client callers that rely on transport abort being immediate. No persisted-state migration.,accept,"getCached stores the first run's promise, whose closure captures that caller's AbortSignal. Each resourceFor instance independently aborts its controller after its own last subscriber leaves, so one resource can abort a transport promise still awaited by another resource for the same cache key.",A single rejected request is removed from the cache and most current queries have one mount. That limits persistence of the failure but does not protect a concurrent second consumer during the in-flight window.,The frontend query graph reaches client request symbols but has no edge for AbortSignal ownership or subscriber count; source shows the promise/cache lifetime and resource cancellation are owned by different layers.,request; getCached; resourceFor,new,M,none recorded; see WP dependencies,ui/packages/loom-ui/src/api.ts; ui/packages/loom-ui/src/react.tsx; ui/packages/loom-ui/src/api.unit.test.ts,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E03,WP07,Paginated Viewer/export requests are not pinned to one publication,correctness,P1,high,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/features/ExplorerViewer/serialization.ts:86-102; ui/packages/loom-ui/src/api.ts:376-402; ui/packages/loom-ui/src/api.ts:530-579; docs/EXPLORER_BACKLOG.md:20; docs/EXPLORER_BACKLOG.md:49-50,"Viewer outputRequestFor sends only project, selector, filters, columns, and cursor. exportOutput loops through pages with that selector; queryOutput returns materialization metadata but never feeds its identity into the next request or checks it against prior pages. The GraphQL resolver therefore resolves the current materialization on each page.","A republish between page requests can mix rows/columns from different generations or revisions into one Viewer result or CSV, making the export irreproducible and potentially semantically invalid.","Make the publication contract explicit: resolve the first page and return an opaque immutable publication/materialization token, require that token on later pages, and reject a token/pointer mismatch. A server-side snapshot export is an alternative, but it must preserve the same identity and typed conflict behavior.","A test pauses between two export pages, publishes a new revision, and proves every exported row came from the first pinned identity; a mismatched page fails with a typed publication-conflict error.",cd ui && npm test && npm run build,"Source-only; no services or race test run. Add a paginated export test that pauses between pages, republishes, and proves all rows use the first identity; add a focused GraphQL contract test for mismatch rejection.","UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",breaking,"Breaking GraphQL/UI migration: update DataframeRows input/output, Viewer queryOutput/exportOutput, generated Go models, and loom-dev's proof query together. Existing cursors must be rejected or versioned; no stored user data migration.",accept,"The Viewer request contains selector/cursor but no materialization identity. The GraphQL Rows resolver resolves CurrentProjectDataset on every request, and that lookup follows the current active generation and pointer execution. A cursor has no generation or execution fence, so a republish can change the table between pages.","The current-reader logic intentionally serves one current pointer-visible table and the ordinary cursor test covers traversal within one request sequence. No source safeguard binds a later request to the first response, and the republish interleaving was not run.","The graph connects DataframeSelector to Reconcile/Manifest and the Viewer query path, but does not show a materialization identity flowing from runtime publication into GraphQL variables; the backlog explicitly records this as an inferred, unreproduced risk.",outputRequestFor; outputQuery; queryOutput; exportOutput,known,L,server dataframe publication identity contract,ui/packages/loom-ui/src/api.ts; ui/packages/loom-ui/src/types.ts; ui/packages/loom-ui/src/features/ExplorerViewer/serialization.ts; ui/packages/loom-ui/src/Viewer.tsx,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E04,WP07,Legacy runtime payloads can omit a unique Viewer session identity,state,P2,medium,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/types.ts:597-603; ui/packages/loom-ui/src/types.ts:653-657; ui/packages/loom-ui/src/features/ExplorerViewer/model.ts:57-58; ui/packages/loom-ui/src/Viewer.tsx:50-65,"runtimeSessionKey does collapse two minimal runtime payloads to the constant runtime key, and ViewerSession state is reset only on key change. However, the normal publish path requires a receipt source generation and writes it into both Dataset and Publication metadata, so the claimed omission is a legacy/malformed-payload contract gap rather than an established production publication path.",Use the reviewed problem and acceptance criterion; the broader discovery claim is not established.,"Narrow the finding to boundary handling of legacy/minimal payloads. Either require one server-owned identity in the V1 response and reject missing identity visibly, or make the client use a separately supplied revision/response identity; do not claim ordinary published runtimes currently reuse sessions.",Two legacy/minimal runtime responses cannot silently share stale Viewer state: missing required identity is rejected visibly or a supplied stable response identity resets the session.,cd ui && npm test && npm run build,"Source-only; no malformed-runtime reproduction. Add a Viewer test for two identity-free payloads (expected rejection) and two distinct identities (state reset), plus a backend contract test proving every new publication emits identity.","UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",breaking,"If the V1 contract is tightened, migrate legacy runtime producers and fixtures first and fail old identity-free payloads explicitly. No persisted Viewer state exists to migrate.",narrow,"runtimeSessionKey does collapse two minimal runtime payloads to the constant runtime key, and ViewerSession state is reset only on key change. However, the normal publish path requires a receipt source generation and writes it into both Dataset and Publication metadata, so the claimed omission is a legacy/malformed-payload contract gap rather than an established production publication path.","New receipts cannot omit sourceGeneration, and publish constructs Publication.Generation from that value. Existing fixtures and normal runtime projections therefore provide a key; no test or valid server fixture demonstrates an identity-free runtime.",The frontend graph connects LoadExplorerState and publication symbols but does not prove identity completeness; source shows every identity is optional and the fallback is constant.,runtimeSessionKey; ViewerContent; ViewerSession; initialViewerState,new,M,server dataframe publication identity contract,ui/packages/loom-ui/src/features/ExplorerViewer/model.ts; ui/packages/loom-ui/src/Viewer.tsx; ui/packages/loom-ui/src/types.ts; ui/packages/loom-ui/src/features/ExplorerViewer/reducer.unit.test.ts,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E05,WP07,The legacy runtime boundary accepts malformed output objects,contract,P1,high,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/types.ts:604-652; ui/packages/loom-ui/src/types.ts:783-819; ui/packages/loom-ui/src/types.ts:836-846; ui/packages/loom-ui/src/api.ts:476-481,"assertExplorerStateV1 uses a hand-written guard that checks top-level identity and only that runtime.outputs entries have arrays/records in several positions. It does not validate required outputId/name/title/rowLabel/selector fields, column binding types, or publication identity before returning the value as ExplorerStateV1.","Malformed or drifted server JSON can pass the external boundary and fail later in serialization, table selection, or fetch construction. The TypeScript interface becomes an assertion rather than a verified contract.","Replace the hand-written guard with a schema-derived V1 parser at getExplorer, covering every required field and output/binding invariant while retaining runtime:null and explicitly optional metadata. Only require publication identity after the server/OpenAPI contract is migrated to require it.",A fixture missing output.selector or with a non-string output column is rejected at getExplorer with INVALID_EXPLORER_STATE; a canonical runtime fixture parses to the same typed value and Viewer renders it.,cd ui && npm test && npm run build,"Source-only; no test run. Add fixtures missing draft/selector and with wrong column/binding types, assert stable INVALID_EXPLORER_STATE, and prove a canonical runtime still reaches Viewer.","UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",behavior-change,Behavior change at the external API boundary; update canonical response documentation/producers and add malformed-payload handling. Stored Explorer documents are not changed by this client parse.,accept,"isExplorerStateV1 checks allowed top-level keys and only a few runtime collection containers. It does not check required state fields such as draft/active/generated/activeUrl or required output identity, selector, column, and binding members before returning the TypeScript interface. The assertion is therefore materially weaker than the declared boundary type.",The null runtime case is intentional and normalizeExplorerStateV1 handles Go's null diagnostics. Strict validation must preserve those documented optional/legacy cases; those compatibility choices do not justify accepting malformed required nested values.,The graph finds LoadExplorerState and runtime publication edges but no schema parser edge for the legacy endpoint; source confirms the guard is shallow while adjacent V2 authoring responses use Zod schemas.,ExplorerRuntimeOutputV1; isExplorerStateV1; assertExplorerStateV1; getExplorer,new,M,none recorded; see WP dependencies,ui/packages/loom-ui/src/types.ts; ui/packages/loom-ui/src/api.ts; ui/packages/loom-ui/src/api.unit.test.ts,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E06,WP07,Generic GraphQL decoding silently normalizes malformed output data,contract,P2,high,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/api.ts:521-551; ui/packages/loom-ui/src/api.ts:333-374; ui/packages/loom-ui/src/types.ts:596-666,"fetchGraphQL<T> returns payload.data as T without runtime validation. queryOutput only checks that data.dataframeRows is a record, then turns malformed/missing columns, rows, pageInfo, facets, and materialization values into empty/default values.","GraphQL schema drift or partial error payloads can appear as an empty table or a completed page rather than a typed error, hiding data loss and making the Viewer/export behavior hard to diagnose.","Parse each operation's data with a generated or Zod schema at the network boundary. Keep rows/cells as unknown and normalize documented array/object row variants, but return a stable invalid-response error when required connection fields or metadata types are absent.","Missing columns, rows, or pageInfo and wrong metadata types produce a stable invalid-response error; valid array/object row forms still normalize to the documented LoomOutputResult.",cd ui && npm test && npm run build,"Source-only; no test run. Add missing columns/rows/pageInfo and wrong metadata fixtures that fail typed validation, alongside valid array/object row fixtures that still normalize.","UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",behavior-change,Client boundary behavior changes for malformed/drifted responses; coordinate any schema changes with generated GraphQL models and the dataframe resolver. No persisted-state migration.,accept,"fetchGraphQL casts payload.data to T. queryOutput validates only that dataframeRows is a record, then defaults absent/wrong columns, rows, pageInfo, facets, totalCount, and materialization to empty or null values. The generated GraphQL contract marks materialization, columns, rows, and pageInfo non-null, so these defaults can hide drift or a partial proxy response instead of reporting a boundary error.","GraphQL errors and the outer payload shape are checked, and JSON row cells are intentionally flexible. The correction should preserve row-value flexibility while rejecting missing required connection metadata; no malformed-response fixture was run.",The GraphQL graph connects DataframeSelector to execution symbols but does not connect the UI's generic fetchGraphQL to a generated schema; source shows a generic cast followed by permissive defaults.,fetchGraphQL; queryOutput; LoomOutputResult; shapeRows,new,M,none recorded; see WP dependencies,ui/packages/loom-ui/src/api.ts; ui/packages/loom-ui/src/types.ts; ui/packages/loom-ui/src/api.unit.test.ts,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E07,WP07,Builder local state and publish status are not scoped by project,ownership,P2,medium,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx:104-113; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx:126-175; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx:196-200; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx:423-428; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx:1175-1177,"BuilderDataKeyFor includes explorerId, snapshot/draft metadata, and workspace but not the project/auth scope. BuilderWorkspace is remounted by explorerId only; localState, message, and lastPublished survive a project change, while publishDisabled compares only explorerId and draftDigest.","A host that switches projects without changing the Explorer ID can retain draft/publish state from the previous project, misclassify the new draft as already published, or dispatch edits against state whose ownership is ambiguous.","Construct one canonical ownership key from canonical project, auth-resource scope, and explorerId. Include it in cache keys, local-state keys, remount keys, and lastPublished comparison; clear transient diagnostics/messages on scope change. Include auth scope in read-cache keys where it affects authorization.","Switching between two projects with the same explorerId always initializes project B's state, and a digest published in project A never disables Publish for project B; switching back restores only deliberately cached state for A.",cd ui && npm test && npm run build,Source-only; no test run. Add a component transition test with same explorerId and equal digest across projects proving project B initializes independently and cannot inherit project A's publish-disabled state.,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",behavior-change,Behavior change for hosts that switch projects or auth scopes; migrate host expectations/tests and preserve deliberate per-scope cache only under the new key. No persisted-state migration.,accept,"builderDataKeyFor contains explorer/catalog/draft/workspace information but not project or auth scope, and the exported BuilderWorkspace key is only explorerId. On a same-ID project switch, local state can be reused when payload digests/workspace match, while lastPublished survives and publishDisabled compares only explorerId and draftDigest.","Most hosts keep project fixed, and a changed builder snapshot key usually causes stateFromBuilder to rebuild. That does not prevent an equal-digest collision or stale message/publish state across a project/auth-scope transition; no transition test exists.",The graph links Builder state to project/explorer lifecycle symbols but does not show the React remount key or local-state identity; source inspection found project omitted from all three relevant ownership checks.,builderDataKeyFor; BuilderWorkspaceContent; lastPublished; publishDisabled,new,S,none recorded; see WP dependencies,ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.unit.test.tsx,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E08,WP07,Reducer semantic-column replacement has a latent preview-invalidation hazard,state,P2,medium,reproduction-required,blocked,ui/packages/loom-ui/src/features/ExplorerBuilder/authoring/reducer.ts:405-419; ui/packages/loom-ui/src/features/ExplorerBuilder/authoring/reducer.unit.test.ts:109-141; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx:1137-1167,"The reducer's updateColumn action accepts a complete semantic column and preserves preview, but the only in-scope UI callers shown dispatch server UPDATE_COLUMN commands; the local updateColumn action is exercised by a presentation-only unit test and has no semantic caller. The stale-preview impact is therefore a latent action contract, not a demonstrated current UI defect.",Use the reviewed problem and acceptance criterion; the broader discovery claim is not established.,"Narrow to an explicit reducer API hazard. Keep presentation update semantics, add a semantic-column replacement action (or a literal semantic-change test) that clears preview/receipt, and migrate a real semantic caller before treating this as a runtime correctness fix.","Presentation-only edits retain the preview; changing source, occurrence, or projection clears it before render and requires a new receipt/preview, with both paths covered by literal reducer tests.",cd ui && npm test && npm run build,Source-only; no semantic reproduction. Add reducer tests for source/occurrence/projection changes and verify no current runtime path invokes the semantic branch before changing behavior.,No semantic caller for the local updateColumn reducer action exists; only presentation-level reducer coverage was found.,behavior-change,"No current caller or persisted format migration. If the action union changes, update reducer tests and any future editor caller while preserving server UPDATE_COLUMN command behavior.",needs-reproduction,"The reducer's updateColumn action accepts a complete semantic column and preserves preview, but the only in-scope UI callers shown dispatch server UPDATE_COLUMN commands; the local updateColumn action is exercised by a presentation-only unit test and has no semantic caller. The stale-preview impact is therefore a latent action contract, not a demonstrated current UI defect.","The existing test intentionally preserves preview for label/table/filter/chart presentation edits, and stateFromCommands rebuilds state without carrying preview after server command results. No source caller currently changes source/occurrence/projection through updateColumn.",The graph connects Reconcile/DataframeSelector to Builder commands but does not model the reducer's preservePreview branch; source shows a full semantic object crossing a presentation-preserving action.,builderAuthoringReducer; updateTable; updateColumn; PreviewTable,new,M,none recorded; see WP dependencies,ui/packages/loom-ui/src/features/ExplorerBuilder/authoring/reducer.ts; ui/packages/loom-ui/src/features/ExplorerBuilder/authoring/reducer.unit.test.ts; ui/packages/loom-ui/src/features/ExplorerBuilder/BuilderWorkspace.tsx,3af5e2a7c1f47c104b601f92d7e517b265671bfd,,No semantic caller for the local updateColumn reducer action exists; only presentation-level reducer coverage was found.
ARC-E09,WP07,Preview and Viewer duplicate core value-display policy,duplication,P2,high,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/features/ExplorerBuilder/components/PreviewTable.tsx:30-73; ui/packages/loom-ui/src/features/ExplorerViewer/components.tsx:27-43; ui/packages/loom-ui/src/features/ExplorerBuilder/components/PreviewTable.unit.test.ts:59-85,"PreviewTable and Viewer do duplicate value traversal and differ observably: Preview renders unknown records as labeled recursive parts and Viewer falls back to JSON; empty strings also differ. The contexts legitimately need different fallback chrome, so a requirement that every unknown object render identically would overstate the defect.",Use the reviewed problem and acceptance criterion; the broader discovery claim is not established.,"Keep context-specific fallback rendering, but extract a shared pure policy for scalar/null, preferred FHIR display fields, and array handling with explicit options for unknown records. Add parity fixtures only for the shared policy, not identical surrounding presentation.",Shared scalar/null/FHIR/array fixtures agree where policy is common; context-specific unknown-record formatting remains explicit and separately tested.,cd ui && npm test && npm run build,"Source-only; no test run. Add scalar, empty, null, FHIR-like, nested-record, and array parity fixtures while retaining separate Preview/Viewer fallback tests.","UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",behavior-change,Potential visible formatting change for empty/record values; document expected text and update both unit suites. No persisted-state migration.,narrow,"PreviewTable and Viewer do duplicate value traversal and differ observably: Preview renders unknown records as labeled recursive parts and Viewer falls back to JSON; empty strings also differ. The contexts legitimately need different fallback chrome, so a requirement that every unknown object render identically would overstate the defect.","Preview is an authoring diagnostic surface while Viewer has file-action cells and compact table rendering. The duplication may be intentional at the fallback layer, and no product fixture currently asserts parity.",The graph finds separate Builder and Viewer component communities with no shared formatter edge; source confirms duplicated recursive policy and separate tests.,formatPreviewCell; previewCellTitle; textFor; OutputTable,new,M,none recorded; see WP dependencies,ui/packages/loom-ui/src/features/ExplorerBuilder/components/PreviewTable.tsx; ui/packages/loom-ui/src/features/ExplorerViewer/components.tsx; ui/packages/loom-ui/src/features/ExplorerBuilder/components/PreviewTable.unit.test.ts; ui/packages/loom-ui/src/features/ExplorerViewer/components.unit.test.ts,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E10,WP07,The app and dev verifier duplicate the dataframe GraphQL selection,duplication,P2,high,implemented; focused and integration verification passed,done,ui/packages/loom-ui/src/api.ts:376-402; scripts/loom-dev.mjs:624-644,"api.ts embeds LoomOutput query strings (with and without facets), while scripts/loom-dev.mjs embeds a second dataframeRows query selecting a similar materialization identity, columns, rows, count, and pageInfo shape. Each caller parses/normalizes rows independently.","A GraphQL field or identity-contract change can update the app but leave the dev verifier stale, or vice versa; a green verification report can then prove a different response shape than the shipped Viewer.","Define one versioned dataframe operation/selection artifact or generated fragment consumed by both callers. Keep transport, error handling, and row normalization at each boundary, and add a check that the verifier's selected fields match the UI contract.","A shared versioned operation or parity fixture checks required publication/row fields for both consumers; the verifier retains independent transport, normalization and literal value assertions.",node --test scripts/loom-dev.test.mjs && (cd ui && npm test && npm run build),"Source-only; no test run. Add a contract fixture or snapshot consumed by both npm UI tests and node loom-dev tests, then run each consumer's focused suite.","UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1.",behavior-change,Update the UI and dev verifier together with any GraphQL schema change; no persisted-state migration. A generated/shared artifact may require build-step and script-loader changes.,accept,"api.ts and loom-dev.mjs embed separate dataframeRows selections. They already diverge in selected fields (the app requests rowCount; the verifier does not) and normalize rows independently, so a GraphQL identity/shape change can leave the shipped Viewer and the supposedly validating verifier on different contracts.","A Node-only verifier should keep its own transport and may keep environment-specific row shaping; sharing the full browser client would add inappropriate coupling. The query/contract fragment is still a shared seam, and no shared-operation implementation was tested.",The graph query reaches applyCommand/CatalogNode and dev-session symbols but does not join the two inline GraphQL documents; source inspection found the duplicated selection and independent row normalization.,outputQuery; fetchGraphQL; graphQLRows; normalizeRows,new,M,server dataframe publication identity contract,ui/packages/loom-ui/src/api.ts; scripts/loom-dev.mjs,3af5e2a7c1f47c104b601f92d7e517b265671bfd,f5b10fba2a6b2bc67a608644e9f640031d5b7cf1,"UI boundaries, typecheck, 121 tests, both builds, 9 verifier tests, and the 27-assertion verify-full browser scenario passed at f5b10fba2a6b2bc67a608644e9f640031d5b7cf1."
ARC-E11,WP04,Normal CI does not execute the UI behavioral test suite,verification,P2,high,implemented; focused and integration verification passed,done,.github/workflows/tests.yaml:61-73; Makefile:77-80; ui/package.json:14-16; ui/packages/loom-ui/package.json:20-27; scripts/release-loom-ui.sh:305-309,".github/workflows/tests.yaml invokes make test, which runs Go tests and scripts/loom-dev.test.mjs. The UI workspace has its own test, typecheck, and boundary scripts, and release-loom-ui.sh runs them, but no normal test workflow invokes ui npm test.","Reducer, Viewer, cache, and boundary regressions can merge with the primary CI test job green. A production Docker build may catch compilation, but not the UI's unit behavioral contract.",Add a required focused UI CI job or Make target invoked by tests.yaml that installs from the lockfile and runs npm test plus the UI build/typecheck. Keep release checks as packaging validation.,"A pull request changing ui/packages/loom-ui fails the required CI check when a UI unit/boundary test fails, and a clean run records npm test/typecheck/build results before the server image build.",cd ui && npm test && npm run build,"Source-only; no CI run. Add a deliberately failing UI unit fixture in CI validation to prove the required check gates a PR, then verify clean npm test/typecheck/build.","Verifier tests, two-worktree isolation, UI gates, verify-fast/full, and five warm edit-loop runs passed at 4631c5225d727b2bd54b48e888f26d918eb5a630; frontend median 611 ms and backend median 6543 ms.",preserve,CI-only additive change; update workflow caching/Node setup and lockfile policy. No application or persisted-state migration.,accept,"The normal tests workflow calls make test, whose targets are Go tests and scripts/loom-dev.test.mjs. The UI workspace's npm test/typecheck/build are only invoked by release-loom-ui.sh, so ordinary pull requests can merge UI reducer/query/boundary regressions with the primary required test job green.","Release validation eventually runs npm test and build, and image/acceptance jobs can catch some packaging failures. Those later or indirect gates do not provide ordinary UI behavioral coverage in tests.yaml.",The verification graph links createDevSession and the UI boundary script but does not show a workflow edge to ui/npm test; source confirms release-only UI checks.,make test; run_ui_checks; @calypr/loom-ui test,new,S,none recorded; see WP dependencies,.github/workflows/tests.yaml; Makefile,3af5e2a7c1f47c104b601f92d7e517b265671bfd,4631c5225d727b2bd54b48e888f26d918eb5a630,"Verifier tests, two-worktree isolation, UI gates, verify-fast/full, and five warm edit-loop runs passed at 4631c5225d727b2bd54b48e888f26d918eb5a630; frontend median 611 ms and backend median 6543 ms."
